"","Estudiante","c_enrrolado","c_aprobados","sem_cursados","c_bajo_media","c_repetidos","c_mas_repetido","veces_c_mas_repetidos","PGA","PSP_RE_1","PSP_RE_2","PSP_RE_3","PSP_RE_4","PSP_RE_5","PSP_RE_6","PSP_RE_7","PSP_RE_8","PSP_ABS_1","PSP_ABS_2","PSP_ABS_3","PSP_ABS_4","PSP_ABS_5","PSP_ABS_6","PSP_ABS_7","PSP_ABS_8","aristas","densidad","diametro","long.med.cam","grado_medio","modularidad","Dropout"
"220","E000559",24,19,4,5,3,"A00063",1,0.00776706736842,0.00667211686128,0.00781116456104,0.00640569557436,0.00716789225116,0,0,0,0,0.001362224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","E000560",34,18,7,12,10,"A00064",2,0.00772107222222,0.00625974303111,0.00737871264573,0.00762196684567,0.00608135655057,0.00593540407717,0.00431370893493,0.00454074628651,0,0.003373128,0.00118924333333,0.000351366666667,0,0,0,0,0,9,0,1,1,0.3,0.74,0
"222","E000562",20,11,4,5,4,"A00079",2,0.00794630454545,0.00556009748418,0.00661651594564,0.00814901781268,0.00445966154803,0,0,0,0,0.001200054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","E000563",47,26,6,21,12,"A00063",2,0.00798373,0.00607398516414,0.00616244127741,0.00383801172332,0.00655628148732,0.00646650907584,0.00217770479087,0,0,0.00580567,0.00170277833333,0.00475697166667,0,0.00045948,0,0,0,16,0,2,1.27,0.53,0.76,0
"224","E000565",18,7,4,13,5,"A00063",1,0.00748296571429,0.00725708540995,0.00654083692158,0.00532456545625,0.00249741049483,0,0,0,0,0.002335242,0.00108113,0.000729763333333,0,0.000351366666667,0,0,0,7,0,1,1,0.23,0.65,1
"225","E000569",62,49,11,27,10,"A0004",2,0.0082011444898,0.00400018117701,0.00717600074131,0.00729762786068,0.0070705906488,0.00651921425015,0.00660840747878,0.00767602329142,0.00815480960799,0.007103026,0.00572999,0.00624352666667,0.00789225,0.00781116333333,0.003081222,0.008405785,0.00785364142857,57,0.02,11,3.32,1.9,0.74,1
"226","E000570",63,46,12,18,14,"A00057",2,0.00845044130435,0.00620298366994,0.00372989871539,0.00502725476399,0.00709491618909,0.00771926864982,0.00494616994789,0.0082706448622,0.00751385379893,0.005902972,0.00800036166667,0.00670300666667,0.00867606666667,0.00640569666667,0.00350286,0.008838235,0.00778413857143,62,0.02,9,2.91,2.07,0.79,0
"227","E000571",42,37,7,15,0,"",0,0.00846349594595,0.00856255004182,0.00635704472661,0.00743276928551,0.0084868708315,0.00561511912383,0.00752929864185,0.00908149257302,0,0.003210956,0.00294607833333,0.00264876833333,0.00789224833333,0.00670300833333,0.003373126,0.00778413833333,0.00711229,30,0.01,8,2.61,1,0.79,1
"228","E000572",22,14,4,4,4,"A00079",1,0.00798105642857,0.00576860105087,0.00729762790725,0.00648678028956,0.00716789225116,0,0,0,0,0.001556828,0,0,0,0,0,0,0,2,0,0,0,0.07,0,0
"229","E000575",62,47,12,14,13,"A00079",1,0.00803946595745,0.00546742905863,0.00486508535687,0.00651921425015,0.00951394438744,0.00748682549844,0.00551376328804,0.00531105138361,0.00518942428753,0.007038158,0.00875715166667,0.00740573333333,0.007351685,0.00721654333333,0,0.00637866833333,0,37,0.01,4,2.05,1.23,0.78,0
"230","E000576",30,18,5,10,8,"A00064",2,0.00839677611111,0.00815480960799,0.00815480974104,0.00581107405014,0.0046704818029,0.00593540393747,0,0,0,0.002529844,0.00108113,0,0,0,0,0,0,7,0,1,1,0.23,0.73,0
"231","E000584",71,53,4,18,18,"A0004",3,0.00778107754717,0.00679910674269,0.00572226688798,0.00751385387654,0.00593077052119,0,0,0,0,0.007330064,0.00689220333333,0.006270555,0.00713546,0.00786522166667,0,0.00516239833333,0.00118152,51,0.01,4,2.03,1.7,0.82,0
"232","E000586",28,14,6,10,10,"A00080",2,0.00779571857143,0.00465658157399,0.0059597294312,0.00717600085773,0.00454074621666,0.00600027176552,0.00687598707154,0,0,0.001297356,0,0,0,0,0,0,0,8,0,0,0,0.27,0.66,0
"233","E000587",70,64,13,1,1,"A00057",1,0.0094717159375,0.00757563273822,0.00810847536195,0.00758142455015,0.00778413633816,0.00762196695432,0.0100220755674,0.00940583157353,0.00910852057859,0.009373398,0.00905446166667,0.006135415,0.0093788,0.00975719166667,0.003892072,0.01005452,0.00866448714286,44,0.01,8,2.68,1.47,0.82,0
"234","E000589",24,23,4,0,0,"",0,0.00922955695652,0.00834014612649,0.00937880311782,0.00881120981649,0.00895175682381,0,0,0,0,0.00648678,0.001621695,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","E000590",35,17,9,18,13,"A00063",3,0.00757427,0.00651380862109,0.0064462380833,0.00502725469414,0.00625974298455,0.00515699042007,0.0059597294312,0,0.0034055596916,0.002075772,0,0,0,0,0,0,0,7,0,0,0,0.23,0.65,0
"236","E000591",42,37,7,13,1,"A00015",1,0.00884919810811,0.00805441887739,0.00845984260862,0.00769146797912,0.00729762778307,0.00705437354433,0.00732465616117,0.0100869435817,0,0.001427092,0.002540655,0.00275688166667,0.00775711,0.00737870333333,0.003924502,0.00859498333333,0.00734396142857,31,0.01,8,2.56,1.03,0.75,1
"237","E000592",73,47,12,45,21,"A0004",3,0.00780483978723,0.0048110287947,0.00668949214742,0.00554619710892,0.00440174381116,0.00632461076602,0.00537862201842,0.00539792794734,0.00734396199031,0.005513764,0.00545970666667,0.00591918666667,0.00675706333333,0.00716248833333,0.003048788,0.00856795333333,0.00739029571429,69,0.02,8,2.77,2.3,0.78,0
"238","E000593",38,33,5,9,0,"",0,0.00913554727273,0.00873012530307,0.00834014619301,0.0079665769008,0.0064507426901,0.008615255123,0,0,0,0.001362224,0,0,0.00829767166667,0.00597324166667,0.006000266,0.00843281833333,0.00748296285714,25,0.01,7,2.34,0.83,0.72,1
"239","E000594",56,36,10,17,20,"A0004",5,0.00732465694444,0,0,0.00650549223288,0.0069732889533,0.0040542377159,0.00567593274172,0.00655164821073,0.00522185806185,0.006519214,0.007189515,0.006135415,0,0.00121627166667,0,0,0,36,0.01,2,1.33,1.2,0.73,0
"240","E0006",24,23,4,0,0,"",0,0.00871484391304,0.00794630590826,0.00843281423052,0.00837875793998,0.00878958730027,0,0,0,0,0.006324614,0.00156763833333,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","E000608",56,31,13,20,18,"A00059",4,0.00784691129032,0.00794630590826,0.00340555957519,0.00433803419583,0,0.00648678041762,0.00486508524045,0.0068111193832,0.00770305178594,0.004573182,0.00702734666667,0.00518942333333,0.00232443166667,0.00359475666667,0,0,0,22,0.01,2,1.29,0.73,0.86,0
"242","E00061",38,34,7,22,1,"A00028",1,0.00836603941176,0.0075679103223,0.00497319820958,0.00845984260862,0.00900040753186,0.00583810237003,0.00881121012693,0.00985990613699,0,0.001556828,0.00156763833333,0.00275688166667,0.00686517666667,0.00702734166667,0.003470426,0.00802739,0.00674161285714,31,0.01,8,2.56,1.03,0.72,1
"243","E000610",80,63,14,26,11,"A0004",3,0.00796689825397,0.00687598716468,0.00782467878889,0.00544889541343,0.00713545829058,0.00583810228854,0.00721654303682,0.00758953299373,0.00600027192074,0.00729763,0.00691923333333,0.00516239666667,0.00759494166667,0.00837874833333,0.004767784,0.00791927833333,0.00708912428571,60,0.02,11,3.5,2,0.77,0
"244","E000613",62,59,10,0,0,"",0,0.0092216720339,0.00776096925672,0.00927069007109,0.0083517296395,0.00889229471795,0.00921122822911,0.00889229487317,0.00875715337073,0.00970314218042,0.008173342,0.008811205,0.00791927166667,0.00835173,0.00964908333333,0.003600162,0.009459885,0.00864132428571,35,0.01,8,2.79,1.17,0.76,0
"245","E000615",62,48,11,29,11,"A0002",2,0.00798684958333,0.00737871276215,0.00636515324004,0.00557863102295,0.00494617002551,0.00656786514446,0.00543267854179,0.00707059046254,0.00770305166952,0.005254292,0.00578404666667,0.00594621666667,0.00829767166667,0.00718951666667,0.003308258,0.00773007333333,0.00773780857143,59,0.02,11,3.32,1.97,0.75,1
"246","E000623",44,28,8,14,13,"A00058",2,0.00801001392857,0.00671845102417,0.00347042754292,0.00580566851422,0.00506779726129,0.00389206818848,0.00675706289864,0.00781657034531,0.00694626041998,0.007946304,0.00554079,0.00154061,0,0,0,0,0,15,0,2,1.2,0.5,0.83,0
"247","E000630",33,14,6,15,14,"A00059",3,0.00750613142857,0.00505042182548,0.00535159381106,0.00496238693595,0.00515699037351,0.00408126592326,0.00554619720206,0,0,0.00116762,0,0,0,0,0,0,0,12,0,1,1,0.4,0.76,0
"248","E000631",67,52,8,19,5,"A00078",1,0.00853884923077,0.00747389910722,0.00729762781411,0.00775710819289,0.00722812661635,0.00867606870209,0.00945988794168,0.00713545836819,0.00297986473015,0.007524666,0.00818956,0.005540795,0.00873012333333,0.00921664,0.003989366,0.00913554666667,0.00194603428571,38,0.01,9,2.9,1.27,0.76,0
"249","E000632",67,49,12,25,14,"A0009",3,0.00823092836735,0.00800036250924,0.00616244133562,0.00690842103213,0.00574080059305,0.00810847536195,0.006027300066,0.00537862194081,0.00750613159367,0.005740802,0.00605433,0.00686517666667,0.00794630666667,0.00837874833333,0.003373126,0.008027395,0.00752929142857,64,0.02,11,3.25,2.13,0.77,0
"250","E000638",31,14,7,19,10,"A00080",3,0.00785363142857,0.00610838481225,0.00660840747878,0.00677868546918,0.00648678047583,0.00372989871539,0.00363259706646,0.00165412900969,0,0.001297356,0,0,0,0,0,0,0,8,0,0,0,0.27,0.66,1
"251","E000639",62,33,9,41,18,"A00034",2,0.00784802181818,0.00441911909729,0.00595972940209,0.00700572272763,0.00659489328973,0.00662578276492,0.00490562769119,0.00456391326484,0.00414269383658,0.001556828,0.002540655,0.0024866,0.00670300666667,0.00689220166667,0.003308258,0.007676025,0.00602344,56,0.02,7,2.43,1.87,0.75,1
"252","E000641",32,18,6,9,9,"A00057",2,0.00789224888889,0.0064636132946,0.00754088221584,0.00515699042007,0.00593540407717,0.0051083395568,0.00648678047583,0,0,0.002854184,0,0,0,0,0,0,0,7,0,0,0,0.23,0.65,0
"253","E000642",7,1,2,7,2,"A00061",1,0.00681112,0.00459480270122,0.00231091547175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.07,0,1
"254","E000644",70,64,12,4,1,"A00052",1,0.00937542578125,0.00808530846345,0.00959502936651,0.00962205735656,0.00883823819458,0.00930852983147,0.00918960540245,0.00870309700258,0.00935177497255,0.008432814,0.00862201,0.006594895,0.00864903666667,0.009351765,0.003502862,0.00913555,0.00822430142857,49,0.01,11,3.39,1.63,0.77,0
"255","E000645",30,13,6,13,10,"A00059",4,0.00764691615385,0.00660261578326,0.00435540976468,0.00713545838371,0.00514888187172,0.00145952559542,0.000810847559478,0,0,0,0.000270283333333,0.00135141333333,0,0,0,0,0,14,0,1,1,0.47,0.6,0
"256","E000648",32,29,5,0,1,"A00065",1,0.00883544137931,0.00787680456415,0.00856795573297,0.00773007997001,0.00697328879808,0.00942899858845,0,0,0,0.008303076,0.00108113,0.00635163,0,0,0,0,0,2,0,2,1.33,0.07,-0.38,0
"257","E000650",26,23,2,7,1,"A0004",1,0.00795335434783,0.00722812661635,0.00723275998607,0,0,0,0,0,0,0.003600162,0.00108113,0.0012433,0,0,0,0,0,3,0,1,1,0.1,0.44,0
"258","E000652",42,26,8,17,13,"A0005",2,0.00752840807692,0.00544426197718,0.00590297002345,0.00661651585251,0.00717600085773,0.00372989866883,0.00587053624913,0.00535159371793,0.00624352610127,0.004962388,0.00540565166667,0.00254065666667,0,0,0,0,0,19,0.01,2,1.25,0.63,0.84,0
"259","E000654",41,40,4,2,0,"",0,0.0088301305,0.00808252830058,0.00865985173732,0.00962205758939,0.0100220756605,0,0,0,0,0.007751702,0.00881121,0.00651380333333,0.00313527666667,0.00324339,0.004119112,0.00321635833333,0,14,0,4,1.65,0.47,0.69,0
"260","E000655",39,30,6,10,7,"A00058",1,0.00794089766667,0.00674161820539,0.00708140192243,0.00508131133392,0.00678409092749,0.00664894987962,0.00759879991944,0,0,0.006713816,0.007054365,0.00451371,0,0.00127032833333,0,0,0,14,0,2,1.25,0.47,0.72,0
"261","E000656",44,41,7,12,0,"",0,0.0088599904878,0.00856254994869,0.00843281446335,0.0085138992096,0.00855444162153,0.00769146784608,0.00806214128222,0.00801117382944,0,0.001589262,0.00667597833333,0.00705437,0.00797333333333,0.00970314166667,0.003794766,0.00754088166667,0.00817797285714,32,0.01,9,2.79,1.07,0.76,1
"262","E000658",21,18,2,3,0,"",0,0.00909049611111,0.00878032044108,0.00581493528028,0,0,0,0,0,0,0.001816298,0.00275688166667,0,0,0,0,0,0,2,0,2,1.33,0.07,-0.38,1
"263","E000659",73,46,14,25,24,"A00059",3,0.00775240956522,0.00621649778138,0.0056353903492,0.0063894786872,0.00612189888489,0.00677057693247,0.00602730014361,0.00441101063043,0.00619487529621,0.00729763,0.00710843166667,0.00686517666667,0.00694626166667,0.00770305,0,0.00518942333333,0,49,0.01,4,2.05,1.63,0.8,0
"264","E000660",30,21,5,5,3,"A00063",2,0.0082474747619,0.00757563260517,0.00837875801759,0.00667597803598,0.00600027181208,0.00600027190133,0,0,0,0.004021806,0.00118924333333,0.00478399333333,0,0,0,0,0,2,0,2,1.33,0.07,-0.38,0
"265","E000662",78,64,14,32,9,"A00018",2,0.007789204375,0.00699645580192,0.00690842103213,0.00721654295921,0.00651921434328,0.00755709903315,0.00831118738279,0.00709491595626,0.00705437354433,0.00729763,0.006730035,0.005973245,0.00697329,0.00802738333333,0.004378578,0.00808144833333,0.00718179428571,61,0.02,8,2.88,2.03,0.78,0
"266","E000667",43,36,7,17,4,"A00031",1,0.00827965388889,0.00732465600595,0.00687598707154,0.00683814760608,0.00722812661635,0.00857471249765,0.00679310049034,0.00794630567543,0,0.001297356,0.00121627166667,0.00243254333333,0.00713546,0.00797333333333,0.00340556,0.00832469333333,0.00718179142857,33,0.01,5,1.97,1.1,0.75,1
"267","E000668",62,49,11,21,9,"A0002",3,0.00820776081633,0.00767602321381,0.00642191246152,0.00574080059305,0.00640569557436,0.00726519403979,0.00774359388743,0.00737871252932,0.00875715337073,0.005773236,0.007838195,0.00621649833333,0.00778413666667,0.00800036166667,0.003210956,0.00818955166667,0.00762196285714,58,0.02,11,3.26,1.93,0.76,1
"268","E000669",11,0,3,9,2,"A00046",1,0,0.0018649493868,0.0032433901797,0.00162169511896,0,0,0,0,0,0.00032434,0,0.000540566666667,0,0,0,0,0,2,0,0,0,0.07,0,1
"269","E00067",23,19,4,2,1,"A00059",1,0.00831331894737,0.00762196696763,0.00759493846757,0.00835172971711,0.00673003463695,0,0,0,0,0.003048788,0.00110815833333,0,0,0,0,0,0,2,0,0,0,0.07,0,0
"270","E000673",60,44,12,32,12,"A0002",3,0.00794630795455,0.00535159383435,0.00583810242824,0.00624352600425,0.00689220405184,0.00687598707154,0.00531105138361,0.00782467878889,0.00669528397598,0.005708368,0.00586513166667,0.00478400166667,0.00791928166667,0.00767602333333,0.005448904,0.007486825,0.00708912285714,59,0.02,11,3.36,1.97,0.77,0
"271","E000674",32,21,6,12,7,"A00059",2,0.00763741047619,0.00676478518705,0.00797873986885,0.00616244142875,0.00583810235063,0.00525429202244,0.0037298987736,0,0,0.001297356,0.00108113,0.00118924333333,0,0,0,0,0,8,0,1,1,0.27,0.66,0
"272","E00068",46,23,10,19,21,"A00059",4,0.00767132391304,0.00474924993302,0.00668138377368,0.00567593276501,0.0068111193832,0.00559484795667,0.00621649778138,0.00535159371793,0.00596783780493,0.004216408,0.00108113,0.00300014333333,0,0,0,0,0,16,0,2,1.33,0.53,0.77,0
"273","E000681",25,20,4,6,2,"A00063",1,0.0084409255,0.00766830093094,0.00837875793998,0.0071354584458,0.00629758252762,0,0,0,0,0.002010902,0.001162215,0,0,0,0,0,0,1,0,1,1,0.03,-0.5,0
"274","E000682",28,13,6,11,9,"A00080",3,0.0081459,0.00486508524045,0.00612189876847,0.00518942428753,0.00691923235233,0.0042569495854,0.00603270577267,0,0,0.001718996,0,0,0,0,0,0,0,4,0,0,0,0.13,0.5,0
"275","E000685",33,18,6,16,10,"A00056",2,0.00723456222222,0.0057222669545,0.00548132942058,0.00428127497435,0.00402180375531,0.00559484795667,0.00587053620256,0,0,0.001362224,0,0,0,0,0,0,0,8,0,0,0,0.27,0.66,0
"276","E000687",72,64,12,3,2,"A00059",1,0.0089497315625,0.0074134632679,0.00818956022461,0.00686517582896,0.00675706270461,0.00875715343282,0.00866448513365,0.00827064481564,0.00903515843675,0.008205776,0.008243615,0.005946215,0.008297675,0.00875714666667,0.004021804,0.00851390166667,0.00780730285714,48,0.01,8,2.65,1.6,0.8,0
"277","E000688",37,31,6,4,5,"A00079",1,0.00798292290323,0.00669528397598,0.00616244133562,0.00726519394666,0.00643272379724,0.00756791016708,0.00847914881472,0,0,0.007751704,0.008811205,0.00259471166667,0,0.00127032833333,0,0,0,15,0,2,1.22,0.5,0.83,0
"278","E00069",55,32,10,20,19,"A00064",3,0.0073685759375,0.00535159371793,0.00372989873867,0.0057732344605,0.00360827159602,0.00583810219541,0.00509675605489,0.00532456553386,0.00713545829058,0.00606514,0.00724357166667,0.00483805666667,0,0.003648815,0,0,0,25,0.01,2,1.31,0.83,0.84,0
"279","E000692",18,14,3,12,0,"",0,0.00825906928571,0.00729762790725,0.00835172971711,0.00623194248016,0,0,0,0,0,0.002919052,0.00113518666667,0,0.006757065,0.006675985,0.001621696,0.00272985666667,0.00185336571429,7,0,1,1,0.23,0.78,1
"280","E000693",15,8,4,7,4,"A0007",1,0.00849363125,0.00770305166952,0.0060327055864,0.007338170195,0.00628406833857,0,0,0,0,0.002724448,0.00137844,0.00259471,0,0.00129735666667,0,0,0.00118152,7,0,1,1,0.23,0.65,1
"281","E00072",44,21,10,19,18,"A00065",3,0.00738257190476,0.00650994732444,0.00697328879808,0.00489751929417,0.00643272387485,0.00664894996832,0.00145952558766,0.00589215879639,0.00551376324147,0.00431371,0.000270283333333,0,0,0,0,0,0,17,0,2,1.33,0.57,0.81,0
"282","E00073",44,41,7,0,0,"",0,0.0103709456098,0.0103788483888,0.0100274810878,0.0104946840022,0.00970700343273,0.00915099361113,0.00794630602468,0.0110275268089,0,0.0020109,0.00810846666667,0.00837875666667,0.010027495,0.0105410233333,0.004086666,0.00975721,0.00933634285714,35,0.01,9,2.73,1.17,0.75,1
"283","E00074",25,22,4,18,1,"A00025",1,0.00787996636364,0.00736249564216,0.00656786491163,0.00861815103729,0.00610838483812,0,0,0,0,0.001589262,0.00113518666667,0.00218928833333,0.00237848666667,0.00391909666667,0.00175143,0.00467588833333,0.00372990285714,9,0,4,1.79,0.3,0.49,1
"284","E00075",20,9,5,14,4,"A00065",3,0.00713546,0.00762196676806,0.00604081418714,0.00463804798201,0.00383801168452,0.00344610202592,0,0,0,0.002594712,0.00213523166667,0.00486508666667,0.00367584333333,0.00154061,0,0,0.00185336571429,9,0,2,1.3,0.3,0.49,1
"285","E00079",85,64,9,38,11,"A0001",3,0.00819462953125,0.00814322605064,0.00656786518327,0.00579176823209,0.00693725121932,0.00522996658401,0.0044191191555,0.00713545822405,0.00352139506556,0.007103026,0.00729762666667,0.00583810666667,0.00683814833333,0.00724357166667,0.003437994,0.007703045,0.00725129571429,68,0.02,11,4.06,2.27,0.79,0
"286","E00080",45,39,7,3,0,"",0,0.0100669825641,0.0101842451841,0.0102707354041,0.0102398460731,0.00707464490552,0.00624352600425,0.00850231559681,0.0105815604329,0,0.0020109,0.00870308333333,0.00681111166667,0.0104599166667,0.00970314666667,0.0021082,0.00902744,0.00836330428571,35,0.01,6,2.11,1.17,0.77,1
"287","E00082",70,45,12,28,22,"A00082",3,0.008364342,0.00780730348613,0.00405423770038,0.00847335660364,0.00481102875589,0.00578404573025,0.00548673498755,0.00418937896999,0.00684355329722,0.007427366,0.00727059833333,0.00748682833333,0.00781116166667,0.00681111833333,0,0.00527050833333,0,52,0.01,4,2.05,1.73,0.77,0
"288","E00085",44,41,7,0,0,"",0,0.0104184090244,0.0103139808401,0.0104599332747,0.0104251827246,0.0100313423734,0.00788549217395,0.00891932286322,0.0110275265761,0,0.0021082,0.00854093666667,0.00835173333333,0.01000045,0.01064915,0.00434614,0.00986530833333,0.00889616142857,35,0.01,9,2.73,1.17,0.75,1
"289","E00086",45,39,7,1,0,"",0,0.0103913220513,0.0103464147076,0.0104869616528,0.0104251827246,0.00741925498005,0.00739029621972,0.00757563273822,0.0107031874359,0,0.00207576,0.00837876333333,0.00689219833333,0.010108545,0.0107302166667,0.006194888,0.00967611,0.00882666285714,35,0.01,7,2.83,1.17,0.73,1
"290","E00087",46,38,7,26,4,"A00019",1,0.00831332263158,0.00762196676806,0.00713545829058,0.00770305159191,0.00776096925672,0.00706595701299,0.00733366541358,0.00715572969057,0,0.00282175,0.00245957166667,0.00137844,0.007378715,0.006892205,0.005643504,0.00805441833333,0.00681111428571,39,0.01,7,2.4,1.3,0.72,1
"291","E00088",68,57,10,9,8,"A00076",1,0.00835884421053,0.0066721169278,0.00786522116202,0.00645975202012,0.00472994397084,0.00736249564216,0.00641727906519,0.00743276905268,0.00893959426321,0.007362498,0.00827064333333,0.00705437666667,0.00797333333333,0.00686518,0.0038272,0.009081495,0.00803897714286,42,0.01,8,2.8,1.4,0.78,0
"292","E0009",34,31,5,6,0,"",0,0.00900825548387,0.00817797652313,0.00889229471795,0.00783047053431,0.00764513401581,0.00861815097077,0,0,0,0.001524394,0,0.00135141333333,0.00745979833333,0.00643271833333,0.005708366,0.00829768333333,0.00776096714286,21,0.01,5,1.98,0.7,0.72,1
"293","E00090",42,38,8,7,1,"A00052",1,0.00911989526316,0.00840038051829,0.00827064504847,0.00843281447887,0.00945216550359,0.00810847524554,0.00810847537858,0.00670300639467,0.00956800114363,0.001589262,0.00272985333333,0.005486735,0.00827063666667,0.00924366166667,0.003762332,0.00935177333333,0.00776096571429,37,0.01,10,2.96,1.23,0.73,1
"294","E00091",24,16,4,8,3,"A00076",1,0.008047663125,0.00699645593496,0.00604660596166,0.00437857676297,0.0058705360163,0,0,0,0,0.002951484,0,0,0,0,0,0,0,2,0,0,0,0.07,0,0
"295","E00092",45,35,8,18,7,"A00034",2,0.00859035085714,0.00635704454035,0.00814901769627,0.00691923235233,0.00816253192412,0.00748296447897,0.00610838471524,0.00729762800038,0.00797333413114,0.001297356,0.00443263166667,0.00127032833333,0.00759493833333,0.00294608,0.00175143,0.00808145166667,0.00732079285714,29,0.01,4,1.84,0.97,0.75,1
"296","E00097",80,55,14,35,21,"A0004",4,0.00774285636364,0.00708140200004,0.00668949232204,0.00629217703827,0.00463804793544,0.005870536156,0.00729762772098,0.00635163905099,0.00637866739028,0.00739493,0.00756791,0.00597324333333,0.00729763,0.00764899666667,0.003113656,0.00743277,0.00681111714286,70,0.02,11,3.27,2.33,0.82,0
"297","E00098",55,46,9,23,5,"A00015",2,0.00853505391304,0.00814901769627,0.00613541299632,0.00794630602468,0.00718951481394,0.00686517582896,0.00871081942958,0.00683428626508,0.00632461090572,0.002756882,0.00654083833333,0.00683814666667,0.00835172833333,0.00832470333333,0.003146088,0.00848687,0.00829381857143,49,0.01,10,3.19,1.63,0.74,1
